iridium	noble	34	[('noble', 'JJ')]	True	False
cleaning supply	essential	297	[('essential', 'JJ')]	True	False
rho	small	653	[('small', 'JJ')]	True	False
electronic	durable	64	[('durable', 'JJ')]	True	False
sedge	herbaceous	14	[('herbaceous', 'JJ')]	True	False
weight gain	unwanted	45	[('unwanted', 'JJ')]	True	False
size distribution	basic	667	[('basic', 'JJ')]	True	False
tank	military	18	[('military', 'JJ')]	True	False
yahoo	great	178	[('great', 'JJ')]	True	False
sunlight	external	443	[('external', 'JJ')]	True	False
free wifi	modern	309	[('modern', 'JJ')]	True	False
iron	common	802	[('common', 'JJ')]	True	False
coma	serious	276	[('serious', 'JJ')]	True	False
unified messaging	advanced	233	[('advanced', 'JJ')]	True	False
cosmetic	industrial	201	[('industrial', 'JJ')]	True	False
sexism	controversial	22	[('controversial', 'JJ')]	True	False
pyridine	tertiary	12	[('tertiary', 'JJ')]	True	False
paclitaxel	single	74	[('single', 'JJ')]	True	False
lighting	ancillary	99	[('ancillary', 'JJ')]	True	False
website	personal	635	[('personal', 'JJ')]	True	False
depth	local	332	[('local', 'JJ')]	True	False
arabinose	neutral	42	[('neutral', 'JJ')]	True	False
acne	cosmetic	64	[('cosmetic', 'JJ')]	True	False
tcs	indian	58	[('indian', 'JJ')]	True	False
date	variable	52	[('variable', 'JJ')]	True	False
traffic	geographical	32	[('geographical', 'JJ')]	True	False
rain	fresh	148	[('fresh', 'JJ')]	True	False
alcohol	common	802	[('common', 'JJ')]	True	False
lyon	large	852	[('large', 'JJ')]	True	False
differential scanning calorimetry	analytical	77	[('analytical', 'JJ')]	True	False
street	essential	297	[('essential', 'JJ')]	True	False
social	geopolitical	12	[('geopolitical', 'JJ')]	True	False
heptane	suitable	205	[('suitable', 'JJ')]	True	False
social service	local	332	[('local', 'JJ')]	True	False
width	microstructural	14	[('microstructural', 'JJ')]	True	False
earth	natural	709	[('natural', 'JJ')]	True	False
brick	hard	160	[('hard', 'JJ')]	True	False
influenza	medical	456	[('medical', 'JJ')]	True	False
eyelid surgery	cosmetic	64	[('cosmetic', 'JJ')]	True	False
interferon alpha	biological	197	[('biological', 'JJ')]	True	False
magnet	scientific	55	[('scientific', 'JJ')]	True	False
spina bifida	medical	456	[('medical', 'JJ')]	True	False
sand	organic	355	[('organic', 'JJ')]	True	False
halogen lamp	conventional	429	[('conventional', 'JJ')]	True	False
shape	geometrical	22	[('geometrical', 'JJ')]	True	False
precision	typical	82	[('typical', 'JJ')]	True	False
qinghai	western	106	[('western', 'JJ')]	True	False
naoh	basic	667	[('basic', 'JJ')]	True	False
carrot	hard	160	[('hard', 'JJ')]	True	False
transfer	financial	212	[('financial', 'JJ')]	True	False
adult incontinence device	disposable	41	[('disposable', 'JJ')]	True	False
fine art	valuable	127	[('valuable', 'JJ')]	True	False
filler	secondary	180	[('secondary', 'JJ')]	True	False
hexane	aromatic	59	[('aromatic', 'JJ')]	True	False
hedge fund	professional	165	[('professional', 'JJ')]	True	False
dielectric strength	electrical	163	[('electrical', 'JJ')]	True	False
soil characteristic	environmental	592	[('environmental', 'JJ')]	True	False
time management	valuable	127	[('valuable', 'JJ')]	True	False
sodium carbonate	aqueous	12	[('aqueous', 'JJ')]	True	False
omega 3 fatty acid	dietary	96	[('dietary', 'JJ')]	True	False
power window	great	178	[('great', 'JJ')]	True	False
papaya	large	852	[('large', 'JJ')]	True	False
videoconferencing	advanced	233	[('advanced', 'JJ')]	True	False
repeatability	analytical	77	[('analytical', 'JJ')]	True	False
ethanol	renewable	60	[('renewable', 'JJ')]	True	False
polyurethane	organic	355	[('organic', 'JJ')]	True	False
pork	red	28	[('red', 'JJ')]	True	False
haemorrhage	severe	151	[('severe', 'JJ')]	True	False
biofuel	renewable	60	[('renewable', 'JJ')]	True	False
ammonia	incompatible	11	[('incompatible', 'JJ')]	True	False
e mail	electronic	281	[('electronic', 'JJ')]	True	False
cinderella	famous	126	[('famous', 'JJ')]	True	False
new york	big	266	[('big', 'JJ')]	True	False
adenovirus	viral	54	[('viral', 'JJ')]	True	False
anxiety	physical	686	[('physical', 'JJ')]	True	False
dental implant	medical	456	[('medical', 'JJ')]	True	False
soda	mixed	24	[('mixed', 'JJ')]	True	False
print	conventional	429	[('conventional', 'JJ')]	True	False
counselling	clinical	183	[('clinical', 'JJ')]	True	False
mcdonald s	international	277	[('international', 'JJ')]	True	False
wine	local	332	[('local', 'JJ')]	True	False
wells fargo	private	142	[('private', 'JJ')]	True	False
environment	social	388	[('social', 'JJ')]	True	False
eyeglass	optical	72	[('optical', 'JJ')]	True	False
skiing	vigorous	16	[('vigorous', 'JJ')]	True	False
art gallery	popular	467	[('popular', 'JJ')]	True	False
health care	complex	256	[('complex', 'JJ')]	True	False
world bank	reputable	10	[('reputable', 'JJ')]	True	False
sepsis	infectious	22	[('infectious', 'JJ')]	True	False
database	local	332	[('local', 'JJ')]	True	False
myspace	large	852	[('large', 'JJ')]	True	False
netherlands	open	86	[('open', 'JJ')]	True	False
lead	dangerous	53	[('dangerous', 'JJ')]	True	False
polyvinyl chloride	synthetic	126	[('synthetic', 'JJ')]	True	False
sodium	biochemical	41	[('biochemical', 'JJ')]	True	False
fig	fresh	148	[('fresh', 'JJ')]	True	False
maternal age	demographic	126	[('demographic', 'JJ')]	True	False
lighter	personal	635	[('personal', 'JJ')]	True	False
starbucks	large	852	[('large', 'JJ')]	True	False
golf	local	332	[('local', 'JJ')]	True	False
mobility	social	388	[('social', 'JJ')]	True	False
arg	basic	667	[('basic', 'JJ')]	True	False
proline	secondary	180	[('secondary', 'JJ')]	True	False
cheddar	soft	247	[('soft', 'JJ')]	True	False
ambient temperature	climatic	36	[('climatic', 'JJ')]	True	False
wal-mart	traditional	682	[('traditional', 'JJ')]	True	False
oxygen	gaseous	27	[('gaseous', 'JJ')]	True	False
shipping	economic	142	[('economic', 'JJ')]	True	False
contact information	sensitive	195	[('sensitive', 'JJ')]	True	False
test result	detailed	63	[('detailed', 'JJ')]	True	False
text book	instructional	22	[('instructional', 'JJ')]	True	False
couch	large	852	[('large', 'JJ')]	True	False
itraconazole	systemic	124	[('systemic', 'JJ')]	True	False
audit	fiscal	10	[('fiscal', 'JJ')]	True	False
paint thinner	combustible	79	[('combustible', 'JJ')]	True	False
salsa	latin american	12	[('latin', 'JJ'), ('american', 'JJ')]	True	False
cesium	heavy	207	[('heavy', 'JJ')]	True	False
tea	tropical	70	[('tropical', 'JJ')]	True	False
tungsten	strategic	17	[('strategic', 'JJ')]	True	False
breathing	basic	667	[('basic', 'JJ')]	True	False
mercury	dangerous	53	[('dangerous', 'JJ')]	True	False
post office	essential	297	[('essential', 'JJ')]	True	False
blackberry	popular	467	[('popular', 'JJ')]	True	False
coordination	physical	686	[('physical', 'JJ')]	True	False
albumin	auxiliary	74	[('auxiliary', 'JJ')]	True	False
liability	traditional	682	[('traditional', 'JJ')]	True	False
crunch	abdominal	18	[('abdominal', 'JJ')]	True	False
septicemia	serious	276	[('serious', 'JJ')]	True	False
muscle	physical	686	[('physical', 'JJ')]	True	False
mindfulness	behavioral	65	[('behavioral', 'JJ')]	True	False
toluene	typical	82	[('typical', 'JJ')]	True	False
spermidine	basic	667	[('basic', 'JJ')]	True	False
mediation	complex	256	[('complex', 'JJ')]	True	False
polypropylene	synthetic	126	[('synthetic', 'JJ')]	True	False
parrot	innovative	31	[('innovative', 'JJ')]	True	False
funding	external	443	[('external', 'JJ')]	True	False
nickel	essential	297	[('essential', 'JJ')]	True	False
disseminated intravascular coagulation	serious	276	[('serious', 'JJ')]	True	False
flooring	combustible	79	[('combustible', 'JJ')]	True	False
bedding	domestic	82	[('domestic', 'JJ')]	True	False
kampala	african	36	[('african', 'JJ')]	True	False
united states	external	443	[('external', 'JJ')]	True	False
energy security	critical	172	[('critical', 'JJ')]	True	False
stair	architectural	54	[('architectural', 'JJ')]	True	False
humidity	ecological	39	[('ecological', 'JJ')]	True	False
personal digital assistant	electronic	281	[('electronic', 'JJ')]	True	False
lg	large	852	[('large', 'JJ')]	True	False
cassava	local	332	[('local', 'JJ')]	True	False
memory	physical	686	[('physical', 'JJ')]	True	False
ford	multinational	53	[('multinational', 'JJ')]	True	False
organization for security	international	277	[('international', 'JJ')]	True	False
hyperlipidemia	pathological	80	[('pathological', 'JJ')]	True	False
slider	conventional	429	[('conventional', 'JJ')]	True	False
transport	essential	297	[('essential', 'JJ')]	True	False
soybean	leguminous	10	[('leguminous', 'JJ')]	True	False
kaolinite	natural	709	[('natural', 'JJ')]	True	False
password	variable	52	[('variable', 'JJ')]	True	False
toothbrush	small	653	[('small', 'JJ')]	True	False
kidney	visceral	10	[('visceral', 'JJ')]	True	False
telecommunication	industrial	201	[('industrial', 'JJ')]	True	False
cytokine	extrinsic	42	[('extrinsic', 'JJ')]	True	False
carnation	white	65	[('white', 'JJ')]	True	False
catheter	temporary	54	[('temporary', 'JJ')]	True	False
socio economic status	social	388	[('social', 'JJ')]	True	False
cinnamon	great	178	[('great', 'JJ')]	True	False
time management	essential	297	[('essential', 'JJ')]	True	False
tennis	local	332	[('local', 'JJ')]	True	False
culture	informal	18	[('informal', 'JJ')]	True	False
scanner	electronic	281	[('electronic', 'JJ')]	True	False
officer	traditional	682	[('traditional', 'JJ')]	True	False
income	demographic	126	[('demographic', 'JJ')]	True	False
nike	big	266	[('big', 'JJ')]	True	False
syrah	red	28	[('red', 'JJ')]	True	False
vitamin d	essential	297	[('essential', 'JJ')]	True	False
high blood pressure	medical	456	[('medical', 'JJ')]	True	False
jpmorgan chase	global	202	[('global', 'JJ')]	True	False
road	infrastructural	10	[('infrastructural', 'JJ')]	True	False
coconut oil	natural	709	[('natural', 'JJ')]	True	False
ellipse	basic	667	[('basic', 'JJ')]	True	False
soybean oil	edible	49	[('edible', 'JJ')]	True	False
pharmaceutical	industrial	201	[('industrial', 'JJ')]	True	False
fortran	conventional	429	[('conventional', 'JJ')]	True	False
acrylic resin	synthetic	126	[('synthetic', 'JJ')]	True	False
resection	surgical	58	[('surgical', 'JJ')]	True	False
estrogen	natural	709	[('natural', 'JJ')]	True	False
administration	strategic	17	[('strategic', 'JJ')]	True	False
malic acid	organic	355	[('organic', 'JJ')]	True	False
post traumatic stress disorder	medical	456	[('medical', 'JJ')]	True	False
concert	free	99	[('free', 'JJ')]	True	False
certain medication	external	443	[('external', 'JJ')]	True	False
indigenous people	vulnerable	45	[('vulnerable', 'JJ')]	True	False
decision tree	traditional	682	[('traditional', 'JJ')]	True	False
printing	hard	160	[('hard', 'JJ')]	True	False
viral infection	environmental	592	[('environmental', 'JJ')]	True	False
saw	electrical	163	[('electrical', 'JJ')]	True	False
horseback riding	typical	82	[('typical', 'JJ')]	True	False
fishing	daily	99	[('daily', 'JJ')]	True	False
ice	local	332	[('local', 'JJ')]	True	False
facebook	online social	11	[('online', 'JJ'), ('social', 'JJ')]	True	False
cellular telephone	modern	309	[('modern', 'JJ')]	True	False
fiber	solid	124	[('solid', 'JJ')]	True	False
operating temperature	environmental	592	[('environmental', 'JJ')]	True	False
alcohol	external	443	[('external', 'JJ')]	True	False
electrolyte	environmental	592	[('environmental', 'JJ')]	True	False
mortality rate	socio economic	34	[('socio', 'JJ'), ('economic', 'JJ')]	True	False
cat	large	852	[('large', 'JJ')]	True	False
playing card	social	388	[('social', 'JJ')]	True	False
stone	impervious	24	[('impervious', 'JJ')]	True	False
walking	normal	79	[('normal', 'JJ')]	True	False
clover	leguminous	10	[('leguminous', 'JJ')]	True	False
wine	unwanted	45	[('unwanted', 'JJ')]	True	False
push up	basic	667	[('basic', 'JJ')]	True	False
calligraphy	cultural	99	[('cultural', 'JJ')]	True	False
bank detail	sensitive	195	[('sensitive', 'JJ')]	True	False
wheat	complex	256	[('complex', 'JJ')]	True	False
cash	short	21	[('short', 'JJ')]	True	False
unemployment	socioeconomic	32	[('socioeconomic', 'JJ')]	True	False
laptop computer	personal	635	[('personal', 'JJ')]	True	False
picture	private	142	[('private', 'JJ')]	True	False
capm	financial	212	[('financial', 'JJ')]	True	False
shelter	essential	297	[('essential', 'JJ')]	True	False
red hat	commercial	172	[('commercial', 'JJ')]	True	False
sears	local	332	[('local', 'JJ')]	True	False
polyurethane	biocompatible	18	[('biocompatible', 'JJ')]	True	False
ubs	financial	212	[('financial', 'JJ')]	True	False
mississippi	southern	60	[('southern', 'JJ')]	True	False
mailing address	personal	635	[('personal', 'JJ')]	True	False
house dust mite	common	802	[('common', 'JJ')]	True	False
valve	ancillary	99	[('ancillary', 'JJ')]	True	False
herbicide	hazardous	102	[('hazardous', 'JJ')]	True	False
recognition	intangible	43	[('intangible', 'JJ')]	True	False
wonder woman	famous	126	[('famous', 'JJ')]	True	False
demand	external	443	[('external', 'JJ')]	True	False
glutathione	small	653	[('small', 'JJ')]	True	False
nitrogen	valuable	127	[('valuable', 'JJ')]	True	False
dizziness	central	37	[('central', 'JJ')]	True	False
illness	unexpected	30	[('unexpected', 'JJ')]	True	False
custody	legal	102	[('legal', 'JJ')]	True	False
50 cent	popular	467	[('popular', 'JJ')]	True	False
car accident	severe	151	[('severe', 'JJ')]	True	False
trust	psychological	106	[('psychological', 'JJ')]	True	False
sporting event	dynamic	54	[('dynamic', 'JJ')]	True	False
tank	heavy	207	[('heavy', 'JJ')]	True	False
clay	basic	667	[('basic', 'JJ')]	True	False
neural network	complex	256	[('complex', 'JJ')]	True	False
acidity	environmental	592	[('environmental', 'JJ')]	True	False
hiv 1	complex	256	[('complex', 'JJ')]	True	False
singapore	advanced	233	[('advanced', 'JJ')]	True	False
brochure	free	99	[('free', 'JJ')]	True	False
polyethylene	common	802	[('common', 'JJ')]	True	False
customer list	identifiable	13	[('identifiable', 'JJ')]	True	False
pillow	flammable	80	[('flammable', 'JJ')]	True	False
ace inhibitor	high	125	[('high', 'JJ')]	True	False
guava	tropical	70	[('tropical', 'JJ')]	True	False
financial times	financial	212	[('financial', 'JJ')]	True	False
gas	nonrenewable	12	[('nonrenewable', 'JJ')]	True	False
kentucky bluegrass	invasive	67	[('invasive', 'JJ')]	True	False
html	electronic	281	[('electronic', 'JJ')]	True	False
gold	hard	160	[('hard', 'JJ')]	True	False
argon	suitable	205	[('suitable', 'JJ')]	True	False
reebok	global	202	[('global', 'JJ')]	True	False
social networking	technological	54	[('technological', 'JJ')]	True	False
trustworthiness	moral	26	[('moral', 'JJ')]	True	False
septicemia	invasive	67	[('invasive', 'JJ')]	True	False
synchronization	optional	126	[('optional', 'JJ')]	True	False
stack	basic	667	[('basic', 'JJ')]	True	False
lender	third	74	[('third', 'JJ')]	True	False
migration	global	202	[('global', 'JJ')]	True	False
western union	flexible	48	[('flexible', 'JJ')]	True	False
magazine	modern	309	[('modern', 'JJ')]	True	False
